,dom_medical,dom_social,train_scratch,size,dom_general,model,arc,f1
0,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.7096774193548386
1,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.7113402061855669
2,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.6993987975951903
3,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.6944444444444444
4,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.6992031872509962
5,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.7109704641350211
6,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.7017543859649122
7,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.6976284584980238
8,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.6912350597609562
9,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.7051546391752577
10,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.7166324435318274
11,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.6984126984126985
12,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.6995884773662552
13,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.6876310272536688
14,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.7042253521126761
15,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.6924643584521385
16,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.7038539553752535
17,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.698
18,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.7244258872651357
19,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.6968421052631579
20,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.7039337474120082
21,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.7056451612903225
22,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.7151767151767152
23,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.68937875751503
24,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.6987951807228916
25,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.7096114519427402
26,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.6918367346938775
27,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.7018255578093306
28,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.7068607068607069
29,0.0,0.0,1.0,2.0,1.0,BERT,1.0,0.6970954356846473
30,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.6911764705882354
31,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.6742268041237113
32,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.6866952789699571
33,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.6885593220338984
34,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.6804347826086957
35,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.6789366053169735
36,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.6919739696312364
37,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.6819172113289761
38,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.6972281449893389
39,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.6824742268041237
40,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.6660039761431411
41,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.6875
42,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.6809815950920246
43,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.6561844863731656
44,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.6767676767676767
45,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.690376569037657
46,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.6855345911949685
47,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.6795454545454546
48,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.6876267748478702
49,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.6939203354297694
50,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.6859504132231405
51,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.6791666666666668
52,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.6991701244813278
53,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.6864035087719299
54,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.6820083682008368
55,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.7027600849256901
56,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.7071583514099783
57,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.6894409937888198
58,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.6852248394004282
59,0.0,0.0,1.0,1.0,1.0,DISTILBERT,1.0,0.6841004184100419
60,0.0,0.0,1.0,2.0,1.0,SPANBERT,1.0,0.7136563876651981
61,0.0,0.0,1.0,2.0,1.0,SPANBERT,1.0,0.6803455723542117
62,0.0,0.0,1.0,2.0,1.0,SPANBERT,1.0,0.7042253521126761
63,0.0,0.0,1.0,2.0,1.0,SPANBERT,1.0,0.663286004056795
64,0.0,0.0,1.0,2.0,1.0,SPANBERT,1.0,0.6766595289079229
65,0.0,0.0,1.0,2.0,1.0,SPANBERT,1.0,0.6714285714285714
66,0.0,0.0,1.0,2.0,1.0,SPANBERT,1.0,0.6826722338204592
67,0.0,0.0,1.0,2.0,1.0,SPANBERT,1.0,0.7127882599580712
68,0.0,0.0,1.0,2.0,1.0,SPANBERT,1.0,0.6618556701030928
69,0.0,0.0,1.0,2.0,1.0,SPANBERT,1.0,0.6704545454545454
70,0.0,0.0,1.0,2.0,1.0,SPANBERT,1.0,0.6928104575163399
72,0.0,0.0,1.0,2.0,1.0,SPANBERT,1.0,0.6943231441048034
74,0.0,0.0,1.0,2.0,1.0,SPANBERT,1.0,0.7041942604856511
75,0.0,0.0,1.0,2.0,1.0,SPANBERT,1.0,0.6911764705882353
76,0.0,0.0,1.0,2.0,1.0,SPANBERT,1.0,0.6787234042553192
77,0.0,0.0,1.0,2.0,1.0,SPANBERT,1.0,0.6694045174537988
78,0.0,0.0,1.0,2.0,1.0,SPANBERT,1.0,0.7039473684210527
80,0.0,0.0,1.0,2.0,1.0,SPANBERT,1.0,0.7024070021881837
81,0.0,0.0,1.0,2.0,1.0,SPANBERT,1.0,0.6980728051391863
82,0.0,0.0,1.0,2.0,1.0,SPANBERT,1.0,0.6871035940803383
83,0.0,0.0,1.0,2.0,1.0,SPANBERT,1.0,0.7004310344827587
84,0.0,0.0,1.0,2.0,1.0,SPANBERT,1.0,0.7174392935982339
86,0.0,0.0,1.0,2.0,1.0,SPANBERT,1.0,0.7034632034632036
87,0.0,0.0,1.0,2.0,1.0,SPANBERT,1.0,0.7006651884700665
89,0.0,0.0,1.0,2.0,1.0,SPANBERT,1.0,0.6956521739130436
90,0.0,0.0,1.0,2.0,1.0,ROBERTA,1.0,0.6731182795698925
91,0.0,0.0,1.0,2.0,1.0,ROBERTA,1.0,0.6357758620689654
93,0.0,0.0,1.0,2.0,1.0,ROBERTA,1.0,0.6532438478747202
94,0.0,0.0,1.0,2.0,1.0,ROBERTA,1.0,0.6177105831533477
95,0.0,0.0,1.0,2.0,1.0,ROBERTA,1.0,0.662280701754386
96,0.0,0.0,1.0,2.0,1.0,ROBERTA,1.0,0.6419491525423728
97,0.0,0.0,1.0,2.0,1.0,ROBERTA,1.0,0.645021645021645
98,0.0,0.0,1.0,2.0,1.0,ROBERTA,1.0,0.6598360655737705
99,0.0,0.0,1.0,2.0,1.0,ROBERTA,1.0,0.6551724137931035
100,0.0,0.0,1.0,2.0,1.0,ROBERTA,1.0,0.6326530612244898
102,0.0,0.0,1.0,2.0,1.0,ROBERTA,1.0,0.6607538802660754
103,0.0,0.0,1.0,2.0,1.0,ROBERTA,1.0,0.640973630831643
104,0.0,0.0,1.0,2.0,1.0,ROBERTA,1.0,0.6588486140724946
105,0.0,0.0,1.0,2.0,1.0,ROBERTA,1.0,0.6547085201793722
106,0.0,0.0,1.0,2.0,1.0,ROBERTA,1.0,0.6603375527426161
107,0.0,0.0,1.0,2.0,1.0,ROBERTA,1.0,0.6696230598669624
108,0.0,0.0,1.0,2.0,1.0,ROBERTA,1.0,0.6723044397463002
109,0.0,0.0,1.0,2.0,1.0,ROBERTA,1.0,0.6631130063965885
110,0.0,0.0,1.0,2.0,1.0,ROBERTA,1.0,0.648471615720524
111,0.0,0.0,1.0,2.0,1.0,ROBERTA,1.0,0.6630669546436285
112,0.0,0.0,1.0,2.0,1.0,ROBERTA,1.0,0.6447368421052633
113,0.0,0.0,1.0,2.0,1.0,ROBERTA,1.0,0.6538461538461539
115,0.0,0.0,1.0,2.0,1.0,ROBERTA,1.0,0.6711409395973155
116,0.0,0.0,1.0,2.0,1.0,ROBERTA,1.0,0.6493506493506493
117,0.0,0.0,1.0,2.0,1.0,ROBERTA,1.0,0.6077586206896552
118,0.0,0.0,1.0,2.0,1.0,ROBERTA,1.0,0.6476793248945147
119,0.0,0.0,1.0,2.0,1.0,ROBERTA,1.0,0.6519823788546255
120,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.7191011235955057
121,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.6971677559912854
122,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.6979591836734694
123,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.7194860813704498
124,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.735483870967742
125,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.6939655172413793
126,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.7016460905349794
127,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.7084188911704311
128,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.7252525252525253
129,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.7066381156316917
130,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.6909492273730684
131,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.7606837606837608
132,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.7301255230125524
133,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.7294372294372293
134,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.7435897435897435
135,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.7068965517241379
136,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.7173913043478262
137,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.7370689655172413
138,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.6850220264317181
139,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.7436440677966102
140,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.7014925373134329
141,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.711111111111111
142,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.7364016736401674
143,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.7182203389830508
144,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.6993736951983298
145,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.7413793103448276
146,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.7161290322580645
147,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.7276595744680852
148,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.7052401746724891
149,0.0,0.0,1.0,2.0,1.0,ELECTRA,1.0,0.7272727272727273
180,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.7274590163934426
181,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.7145669291338582
182,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.7068273092369478
183,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.7256461232604374
184,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.7231404958677685
185,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.7154308617234469
186,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.7048192771084337
187,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.710204081632653
188,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.7148760330578512
189,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.7214137214137214
190,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.7205588822355289
191,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.7
192,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.707070707070707
193,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.7254098360655739
194,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.7202505219206681
195,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.7325102880658435
196,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.7191235059760958
197,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.722457627118644
198,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.710891089108911
199,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.7037773359840954
200,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.7261904761904762
201,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.7283702213279677
202,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.7227926078028747
203,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.7016806722689075
204,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.7142857142857143
205,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.7039215686274509
206,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.7261410788381742
207,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.7079107505070994
208,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.7075664621676891
209,0.0,0.0,1.0,2.0,1.0,XLNET,2.0,0.710261569416499
210,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.2590233545647559
211,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.2773109243697479
212,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.2857142857142857
213,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.286697247706422
214,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.1865136298421808
215,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.17341977309562398
216,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.3
217,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.2611464968152866
218,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.19383259911894274
219,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.2807017543859649
220,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.29596412556053814
221,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.27608695652173915
222,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.2412177985948478
223,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.26258205689277897
224,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.27253218884120173
225,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.2838709677419355
226,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.2782426778242678
227,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.26597938144329897
228,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.20989505247376314
229,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.29545454545454547
230,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.27499999999999997
231,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.18955223880597014
232,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.27521008403361347
233,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.26175869120654394
234,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.24358974358974356
235,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.26069246435845217
236,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.28028503562945367
237,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.2377777777777778
238,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.25349301397205587
239,0.0,0.0,1.0,2.0,1.0,GPT2,2.0,0.2689243027888446
240,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.7042889390519187
241,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.7231759656652361
242,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.7213483146067416
243,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.7429193899782134
244,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.728448275862069
245,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.7142857142857144
246,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.7240618101545254
247,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.720879120879121
248,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.7220902612826603
249,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.7317073170731706
250,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.7399103139013452
251,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.7162471395881008
252,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.7564655172413793
253,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.7420091324200914
254,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.718676122931442
255,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.7235421166306696
256,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.7205240174672489
257,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.7172413793103448
258,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.7164502164502164
259,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.7340909090909091
260,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.7414965986394558
261,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.718676122931442
262,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.7186813186813186
263,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.7432432432432432
264,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.7042553191489362
265,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.7159090909090909
266,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.720879120879121
267,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.7427937915742794
268,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.7429805615550755
269,0.0,0.0,1.0,3.0,1.0,T5,3.0,0.728735632183908
270,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.6921241050119332
271,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.6848341232227488
272,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.6589861751152074
273,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.6796116504854369
274,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.6801909307875896
275,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.6912114014251781
276,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.6971046770601337
277,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.6794258373205742
278,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.6831460674157304
279,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.6936936936936937
280,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.675609756097561
281,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.6813953488372093
282,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.680089485458613
283,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.6837416481069043
284,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.6854460093896714
285,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.6690140845070421
286,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.6989010989010989
287,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.681710213776722
288,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.6762749445676276
289,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.6904761904761905
290,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.6912751677852349
291,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.6706443914081145
292,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.6527093596059114
293,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.6739659367396593
294,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.6808988764044944
295,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.6605504587155964
296,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.6715328467153285
297,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.6576354679802956
298,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.6752336448598131
299,0.0,0.0,1.0,3.0,1.0,PEGASUS,3.0,0.6549295774647886
300,0.0,0.0,1.0,2.0,1.0,BART,3.0,0.6607142857142856
301,0.0,0.0,1.0,2.0,1.0,BART,3.0,0.6658163265306122
302,0.0,0.0,1.0,2.0,1.0,BART,3.0,0.654320987654321
303,0.0,0.0,1.0,2.0,1.0,BART,3.0,0.6642335766423357
304,0.0,0.0,1.0,2.0,1.0,BART,3.0,0.640661938534279
305,0.0,0.0,1.0,2.0,1.0,BART,3.0,0.654320987654321
306,0.0,0.0,1.0,2.0,1.0,BART,3.0,0.6443965517241379
307,0.0,0.0,1.0,2.0,1.0,BART,3.0,0.6423173803526449
308,0.0,0.0,1.0,2.0,1.0,BART,3.0,0.6633416458852868
309,0.0,0.0,1.0,2.0,1.0,BART,3.0,0.6297297297297297
310,0.0,0.0,1.0,2.0,1.0,BART,3.0,0.6760563380281691
311,0.0,0.0,1.0,2.0,1.0,BART,3.0,0.6318407960199004
312,0.0,0.0,1.0,2.0,1.0,BART,3.0,0.6409638554216868
313,0.0,0.0,1.0,2.0,1.0,BART,3.0,0.669683257918552
314,0.0,0.0,1.0,2.0,1.0,BART,3.0,0.6477541371158392
315,0.0,0.0,1.0,2.0,1.0,BART,3.0,0.6643026004728132
316,0.0,0.0,1.0,2.0,1.0,BART,3.0,0.670673076923077
317,0.0,0.0,1.0,2.0,1.0,BART,3.0,0.6766055045871561
318,0.0,0.0,1.0,2.0,1.0,BART,3.0,0.6611374407582938
319,0.0,0.0,1.0,2.0,1.0,BART,3.0,0.6585956416464891
320,0.0,0.0,1.0,2.0,1.0,BART,3.0,0.6642857142857143
321,0.0,0.0,1.0,2.0,1.0,BART,3.0,0.6755555555555555
